-0.67537,3.90161,1999,8907335
-0.70265,3.88045,1997,8909332
-0.72896,3.85697,1999,8911331
-0.75429,3.83105,2004,8913335
-0.77846,3.80269,1997,8915332
-0.80158,3.77201,2001,8917333
-0.82353,3.73901,1999,8919332
-0.84436,3.70388,2003,8921335
-0.86393,3.66654,1998,8923333
-0.88228,3.6274,1998,8925331
-0.89953,3.5854,2016,8927347
-0.91523,3.54139,1984,8929331
-0.9298,3.49473,2005,8931336
-0.94301,3.44607,1999,8933335
-0.9549,3.3955,2003,8935338
-0.9654,3.34303,1997,8937335
-0.97453,3.28897,1997,8939332
-0.98229,3.23343,2002,8941334
-0.98866,3.17651,2002,8943336
-0.99362,3.11801,2000,8945336
-0.99716,3.05866,1995,8947331
-0.99929,2.99793,2004,8949335
-1,2.93657,1996,8951331
-0.99929,2.87373,2004,8953335
-0.99716,2.81037,1999,8955334
-0.9936,2.74615,2003,8957337
-0.98864,2.68098,2000,8959337
-0.98229,2.6156,1994,8961331
-0.97453,2.54959,2001,8963332
-0.96539,2.48283,1999,8965331
-0.95486,2.41544,2001,8967332
-0.94299,2.34742,2000,8969332
-0.92976,2.27929,2003,8971335
-0.91523,2.21074,1998,8973333
-0.89936,2.14187,2004,8975337
-0.88226,2.07257,1998,8977335
-0.86393,2.00307,1996,8979331
-0.84432,1.93367,2002,8981333
-0.82351,1.86416,2001,8983334
-0.80153,1.79497,2001,8985335
-0.77843,1.72568,2000,8987335
-0.75426,1.65744,1996,8989331
-0.72883,1.58804,2012,8991343
-0.7026,1.52065,1993,8993336
-0.67537,1.45337,1993,8995329
-0.647,1.38609,2007,8997336
-0.61787,1.32007,1995,8999331
-0.58779,1.25459,2001,9001332
-0.55678,1.18942,2006,9003338
-0.52519,1.12584,1993,9005331
-0.49255,1.06236,2012,9007343
-0.45931,1.0009,2005,9009348
-0.42573,0.94028,1987,9011335
-0.39118,0.88104,2008,9013343
-0.35632,0.82359,1994,9015337
-0.32102,0.76784,1991,9017328
-0.28497,0.71304,2007,9019335
-0.24862,0.66014,2001,9021336
-0.21195,0.60915,1999,9023335
-0.17499,0.55975,1999,9025334
-0.13781,0.51267,1997,9027331
-0.10036,0.46824,2001,9029332
-0.06273,0.42518,2003,9031335
-0.02515,0.38487,1996,9033331
0.01262,0.34647,2004,9035335
0.05027,0.31092,2001,9037336
0.10029,0.27866,1996,9039332
0.1502,0.24999,2002,9041334
0.19961,0.2247,1997,9043331
0.24864,0.20344,2002,9045333
0.29695,0.18566,1998,9047331
0.34457,0.17128,2001,9049332
0.39137,0.16038,2003,9051335
0.43703,0.15308,1996,9053331
0.48173,0.14938,2003,9055334
0.52515,0.14896,2000,9057334
0.56719,0.1516,1997,9059331
0.60803,0.15721,2009,9061340
0.64698,0.16556,1991,9063331
0.68446,0.17688,1999,9065330
0.72031,0.19106,2005,9067335
0.75428,0.20778,2002,9069337
0.7862,0.22714,1992,9071329
0.81628,0.24977,2002,9073331
0.84427,0.27453,2000,9075331
0.87013,0.30246,2000,9077331
0.89385,0.33356,2005,9079336
0.9152,0.36763,1995,9081331
0.93429,0.40465,2000,9083331
0.95105,0.44454,2003,9085334
0.96538,0.48696,2001,9087335
0.97727,0.53192,2000,9089335
0.98668,0.579,1998,9091333
0.99361,0.62777,2002,9093335
0.99802,0.67855,1996,9095331
0.99992,0.73123,2001,9097332
0.9993,0.78572,1997,9099329
0.99613,0.84168,2007,9101336
0.99046,0.8987,2000,9103336
0.98229,0.95699,1998,9105334
0.97164,1.01698,2000,9107334
0.95851,1.0777,2002,9109336
0.94298,1.13927,2000,9111336
0.92506,1.20211,2001,9113337
0.90487,1.26548,1994,9115331
0.88234,1.33002,2000,9117331
0.85759,1.39571,1999,9119330
0.83061,1.46088,2004,9121334
0.80155,1.52616,2002,9123336
0.77051,1.59175,1999,9125335
0.7375,1.65734,2001,9127336
0.70272,1.72272,1995,9129331
0.66601,1.7881,2004,9131335
0.62777,1.85316,1996,9133331
0.58785,1.91748,2001,9135332
0.54648,1.98117,1999,9137331
0.5036,2.0439,2005,9139336
0.45958,2.106,1999,9141335
0.4144,2.16683,1999,9143334
0.36815,2.22618,2000,9145334
0.32104,2.28447,1997,9147331
0.27302,2.34086,2001,9149332
0.22422,2.39555,2005,9151337
0.17507,2.44824,1996,9153333
0.12543,2.49902,1998,9155331
0.0754,2.54737,2001,9157332
0.0251,2.59328,2004,9159336
-0.02503,2.63665,1995,9161331
-0.07515,2.67664,1997,9163328
-0.12533,2.71325,2007,9165335
-0.17497,2.74615,1998,9167333
-0.22432,2.77492,2004,9169337
-0.27286,2.79989,1994,9171331
-0.32087,2.82105,2001,9173332
-0.36822,2.83851,2007,9175339
-0.41438,2.85226,1996,9177335
-0.45949,2.86167,1996,9179331
-0.50395,2.8677,2019,9181350
-0.54633,2.86982,1982,9183332
-0.58772,2.86844,2000,9185332
-0.62769,2.86368,2003,9187335
-0.66594,2.85564,1996,9189331
-0.70265,2.84432,2004,9191335
-0.73753,2.82962,2001,9193336
-0.77051,2.81216,1999,9195335
-0.80161,2.79153,2003,9197338
-0.83061,2.76784,1998,9199336
-0.85747,2.74128,1995,9201331
-0.88229,2.71166,2004,9203335
-0.90483,2.67908,2000,9205335
-0.92508,2.64321,2000,9207335
-0.94297,2.60439,1998,9209333
-0.95849,2.56302,1997,9211330
-0.97163,2.51891,2004,9213334
-0.98229,2.47247,2002,9215336
-0.99045,2.42391,1997,9217333
-0.99613,2.37355,2001,9219334
-0.99929,2.32171,1997,9221331
-0.99992,2.26797,2000,9223331
-0.99803,2.21232,2004,9225335
-0.99361,2.15551,2000,9227335
-0.9867,2.09786,1997,9229332
-0.97727,2.03861,2003,9231335
-0.96538,1.97821,2001,9233336
-0.95106,1.91716,1999,9235335
-0.93433,1.85485,2000,9237335
-0.91527,1.7918,1997,9239332
-0.89388,1.72801,2000,9241332
-0.87018,1.6639,2003,9243335
-0.84431,1.59862,2001,9245336
-0.8164,1.53346,1995,9247331
-0.78627,1.46829,2005,9249336
-0.75425,1.40344,1999,9251335
-0.72038,1.33859,1996,9253331
-0.68462,1.27395,2000,9255331
-0.64706,1.2091,2004,9257335
-0.60793,1.14541,2000,9259335
-0.56725,1.08246,2001,9261336
-0.52524,1.02036,1996,9263332
-0.48175,0.95869,2003,9265335
-0.43721,0.89839,1996,9267331
-0.39137,0.83904,2004,9269335
-0.34464,0.78127,2000,9271335
-0.29702,0.72531,2001,9273336
-0.24867,0.67083,2000,9275336
-0.19973,0.61835,1998,9277334
-0.15023,0.56768,2001,9279335
-0.10034,0.51923,2001,9281336
-0.05022,0.47363,2000,9283336
-0.0001,0.43068,1995,9285331
0.05014,0.39069,2000,9287331
0.06292,0.35419,2004,9289335
0.12536,0.32097,1997,9291332
0.18747,0.29103,2002,9293334
0.24884,0.26511,2002,9295336
0.30914,0.24343,1999,9297335
0.36815,0.22587,1997,9299332
0.42578,0.21232,1999,9301331
0.48184,0.2027,2003,9303334
0.53593,0.1973,2001,9305335
0.58781,0.19572,1997,9307332
0.6374,0.19804,1998,9309330
0.68464,0.20354,2005,9311335
0.72897,0.21243,1996,9313331
0.77057,0.22449,2003,9315334
0.80902,0.23983,1997,9317331
0.84431,0.25834,1999,9319330
0.87632,0.28014,2002,9321332
0.90491,0.30563,2005,9323337
0.92979,0.33451,1995,9325332
0.95107,0.3671,2000,9327332
0.96858,0.40264,1999,9329331
0.98229,0.44136,2001,9331332
0.99212,0.48262,2000,9333332
0.99803,0.52642,2002,9335334
1,0.57244,2001,9337335
0.99802,0.62058,2000,9339335
0.9921,0.67051,2000,9341335
0.98225,0.72245,2002,9343337
0.96853,0.7762,2001,9345338
0.95105,0.83121,1994,9347332
0.92976,0.8877,2000,9349332
0.90483,0.94546,1999,9351331
0.87631,1.00481,2000,9353331
0.84433,1.06522,2000,9355331
0.80896,1.12594,2003,9357334
0.77045,1.18709,2000,9359334
0.72888,1.24835,2001,9361335
0.68446,1.3096,2000,9363335
0.6374,1.37085,1997,9365332
0.58768,1.432,2003,9367335
0.53572,1.4923,2000,9369335
0.48164,1.55186,2000,9371335
0.42578,1.61068,1996,9373331
0.36804,1.66813,2003,9375334
0.30893,1.7242,2000,9377334
0.24863,1.779,1999,9379333
0.18726,1.83242,2002,9381335
0.12536,1.88352,1995,9383330
0.06267,1.93219,2005,9385335
0,1.97852,1996,9387331
-0.06282,2.02169,2001,9389332
-0.12536,2.06115,2000,9391332
-0.18754,2.0969,2004,9393336
-0.24872,2.12811,1996,9395332
-0.30926,2.1553,2007,9397339
-0.36821,2.17805,1995,9399334
-0.42578,2.19688,1997,9401331
-0.48175,2.21105,2000,9403331
-0.53596,2.22132,2005,9405336
-0.58789,2.22724,1999,9407335
-0.6374,2.22893,1995,9409330
-0.68457,2.2265,2002,9411332
-0.72905,2.22026,2003,9413335
-0.77061,2.21031,2001,9415336
-0.80911,2.19688,2000,9417336
-0.84433,2.17942,1995,9419331
-0.87637,2.1589,2004,9421335
-0.90489,2.13467,2001,9423336
-0.92974,2.10706,1992,9425328
-0.95106,2.07543,2003,9427331
-0.96861,2.04094,2004,9429335
-0.9823,2.00328,1999,9431334
-0.99213,1.96265,2002,9433336
-0.99807,1.91907,2015,9435351
-1,1.87432,1984,9437335
-0.99802,1.82661,2001,9439336
-0.9921,1.7772,2000,9441336
-0.98225,1.726,2001,9443337
-0.96855,1.67331,1998,9445335
-0.95102,1.61883,2000,9447335
-0.92974,1.56255,1999,9449334
-0.90485,1.50553,1995,9451329
-0.87631,1.44734,2002,9453331
-0.84433,1.38767,2000,9455331
-0.80894,1.32748,2004,9457335
-0.77045,1.26718,1999,9459334
-0.72888,1.20666,2001,9461335
-0.68448,1.14604,1999,9463334
-0.63735,1.08606,2000,9465334
-0.58768,1.02618,2001,9467335
-0.53572,0.96683,2000,9469335
-0.48173,0.90812,1997,9471332
-0.42581,0.85036,1998,9473330
-0.36798,0.79397,2006,9475336
-0.30899,0.73896,1996,9477332
-0.24866,0.68553,2000,9479332
-0.18738,0.63338,1999,9481331
-0.12527,0.58365,2002,9483333
-0.06279,0.53594,1998,9485331
0.00025,0.49066,2008,9487339
0.07514,0.4494,1995,9489334
0.15004,0.41185,2000,9491334
0.22401,0.37831,1998,9493332
0.29686,0.34837,2002,9495334
0.36784,0.32288,1997,9497331
0.43705,0.30193,2006,9499337
0.50349,0.28574,1998,9501335
0.56711,0.27442,1999,9503334
0.6276,0.26797,2002,9505336
0.68435,0.26617,1996,9507332
0.73733,0.26882,2000,9509332
0.78622,0.27559,2004,9511336
0.83053,0.28638,2000,9513336
0.87017,0.30077,2002,9515338
0.90476,0.31928,1997,9517335
0.93422,0.3416,1996,9519331
0.95848,0.36858,2004,9521335
0.97724,0.39884,2000,9523335
0.99044,0.43258,2000,9525335
0.99802,0.46961,2000,9527335
0.99992,0.50897,2001,9529336
0.99615,0.55118,1999,9531335
0.98672,0.59561,1999,9533334
0.9717,0.64205,1997,9535331
0.95114,0.69093,2001,9537332
0.92519,0.74192,1999,9539331
0.89391,0.79482,2004,9541335
0.8576,0.84877,2000,9543335
0.8164,0.90399,2001,9545336
0.77075,0.95975,1993,9547329
0.72044,1.01677,2005,9549334
0.66612,1.07337,2001,9551335
0.60799,1.13018,2002,9553337
0.54649,1.18677,1999,9555336
0.48182,1.24274,2001,9557337
0.41465,1.29796,1994,9559331
0.34475,1.35234,2005,9561336
0.27313,1.40598,1998,9563334
0.19997,1.4576,1998,9565332
0.1256,1.50743,2000,9567332
0.05024,1.55546,2007,9569339
-0.02498,1.60053,1996,9571335
-0.10006,1.64242,1996,9573331
-0.17473,1.68082,2000,9575331
-0.24858,1.71521,2005,9577336
-0.32077,1.74493,1998,9579334
-0.39113,1.77043,1998,9581332
-0.45931,1.79095,1999,9583331
-0.52505,1.80693,2004,9585335
-0.58772,1.81814,2002,9587337
-0.64677,1.82481,1992,9589329
-0.70257,1.82682,2007,9591336
-0.7541,1.82428,1997,9593333
-0.80152,1.81782,2004,9595337
-0.84429,1.80746,2000,9597337
-0.88217,1.79317,1995,9599332
-0.91521,1.77456,2005,9601337
-0.94289,1.75192,1994,9603331
-0.96535,1.72526,2005,9605336
-0.98224,1.695,1996,9607332
-0.99359,1.66125,2003,9609335
-0.99928,1.62412,1999,9611334
-0.9993,1.58455,2001,9613335
-0.99365,1.54224,1995,9615330
-0.98232,1.49759,2005,9617335
-0.96545,1.45115,1997,9619332
-0.9431,1.40238,1998,9621330
-0.9153,1.35128,2005,9623335
-0.88243,1.29902,1996,9625331
-0.84443,1.24454,2003,9627334
-0.80168,1.18963,2000,9629334
-0.75447,1.1342,1996,9631330
-0.70276,1.07834,2005,9633335
-0.64717,1.02227,2000,9635335
-0.58806,0.9663,1995,9637330
-0.5253,0.91023,2005,9639335
-0.45968,0.85522,2001,9641336
-0.39137,0.80137,2003,9643339
-0.32123,0.74858,1992,9645331
-0.2488,0.69653,2005,9647336
-0.17517,0.64639,1999,9649335
-0.10036,0.59794,2004,9651339
-0.02532,0.55202,1995,9653334
0.04998,0.50886,1998,9655332
0.08785,0.4694,2000,9657332
0.1752,0.43322,2004,9659336
0.26101,0.40127,2000,9661336
0.34473,0.37334,1998,9663334
0.4259,0.34975,2001,9665335
0.50378,0.33092,2001,9667336
0.57768,0.31685,1999,9669335
0.64712,0.30764,1999,9671334
0.71166,0.30331,2002,9673336
0.77051,0.30415,1996,9675332
0.82363,0.30944,2004,9677336
0.87025,0.31928,1999,9679335
0.91016,0.33324,2000,9681335
0.94305,0.35176,2001,9683336
0.96862,0.37482,1999,9685335
0.9867,0.4019,1999,9687334
0.99721,0.43269,2013,9689347
0.99992,0.46665,1985,9691332
0.99494,0.50336,2002,9693334
0.98224,0.54303,2004,9695338
0.96206,0.58535,1991,9697329
0.93427,0.62999,2007,9699336
0.89941,0.67665,1996,9701332
0.85746,0.72584,2003,9703335
0.80894,0.77651,2000,9705335
0.75416,0.82825,2000,9707335
0.69368,0.87998,1996,9709331
0.62759,0.93256,2004,9711335
0.55673,0.98545,2001,9713336
0.48164,1.03793,1999,9715335
0.40275,1.08987,2001,9717336
0.32086,1.14097,1998,9719334
0.23637,1.19101,2001,9721335
0.15027,1.23978,1996,9723331
0.06275,1.28664,2002,9725333
-0.02504,1.33118,1997,9727330
-0.11281,1.37233,2001,9729331
-0.19984,1.41,2004,9731335
-0.28498,1.44364,1996,9733331
-0.36821,1.47262,2003,9735334
-0.4485,1.49685,2001,9737335
-0.52529,1.516,2000,9739335
-0.59798,1.53028,1999,9741334
-0.66611,1.5397,2001,9743335
-0.72906,1.54425,2000,9745335
-0.78626,1.54382,1996,9747331
-0.83753,1.53906,2001,9749332
-0.88229,1.53007,2000,9751332
-0.92044,1.51653,2012,9753344
-0.95108,1.49876,1990,9755334
-0.97455,1.47633,2000,9757334
-0.99045,1.45051,1996,9759330
-0.99874,1.42036,2004,9761334
-0.99929,1.38725,1995,9763329
-0.99211,1.35054,2004,9765333
-0.97729,1.3114,1997,9767330
-0.95484,1.2694,2004,9769334
-0.92511,1.22539,1996,9771330
-0.8881,1.17852,2004,9773334
-0.84409,1.13018,2008,9775342
-0.79348,1.07961,2009,9777351
-0.73757,1.02967,1979,9779330
-0.67478,0.97741,2019,9781349
-0.60758,0.92568,1993,9783342
-0.53527,0.87374,2005,9785347
-0.45935,0.82253,1991,9787338
-0.37982,0.7726,1993,9789331
-0.29687,0.72256,2005,9791336
-0.21205,0.67411,1995,9793331
-0.1252,0.62692,2004,9795335
-0.03756,0.58196,2000,9797335
0.05024,0.53912,1997,9799332
0.10016,0.50008,1996,9801328
0.19981,0.46485,2006,9803334
0.29719,0.43343,2001,9805335
0.39165,0.40645,2003,9807338
0.48197,0.38392,1999,9809337
0.56748,0.36657,2000,9811337
0.64706,0.35377,1995,9813332
0.72027,0.34605,1999,9815331
0.78635,0.3434,2003,9817334
0.84438,0.34583,2000,9819334
0.89393,0.35313,2002,9821336
0.93445,0.3653,2003,9823339
0.96537,0.38201,1992,9825331
0.98668,0.40349,2000,9827331
0.99803,0.42899,2001,9829332
0.99928,0.4584,2007,9831339
0.99045,0.49077,1995,9833334
0.97164,0.52642,1997,9835331
0.94294,0.56504,2004,9837335
0.90476,0.60619,2000,9839335
0.85722,0.64999,2009,9841344
0.80151,0.69527,1990,9843334
0.73741,0.74266,2001,9845335
0.6659,0.79069,2000,9847335
0.58779,0.83893,1997,9849332
0.50367,0.88717,1999,9851331
0.41424,0.93552,2004,9853335
0.3208,0.98323,2000,9855335
0.22432,1.02999,1996,9857331
0.12538,1.07538,2000,9859331
0.02513,1.11949,2001,9861332
-0.07533,1.16075,2000,9863332
-0.17522,1.19936,2004,9865336
-0.2731,1.23353,1999,9867335
-0.36808,1.26295,1996,9869331
-0.45958,1.28812,2001,9871332
-0.54652,1.30833,2003,9873335
-0.62761,1.32346,1995,9875330
-0.70261,1.33383,2001,9877331
-0.77048,1.33848,2000,9879331
-0.8306,1.33827,2001,9881332
-0.88234,1.33361,2002,9883334
-0.92504,1.32346,1996,9885330
-0.95851,1.30865,2001,9887331
-0.9823,1.28918,2002,9889333
-0.99614,1.26559,2001,9891334
-0.99992,1.23798,2001,9893335
-0.99359,1.20698,2000,9895335
-0.97726,1.1726,1998,9897333
-0.95107,1.13536,1998,9899331
-0.91526,1.09537,2000,9901331
-0.87011,1.05295,2004,9903335
-0.81614,1.00799,2004,9905339
-0.75419,0.96165,1995,9907334
-0.68447,0.91404,2000,9909334
-0.60793,0.86633,1998,9911332
-0.52488,0.8182,2007,9913339
-0.43703,0.77059,1995,9915334
-0.34455,0.72309,2000,9917334
-0.24874,0.67675,1997,9919331
-0.15028,0.63137,2000,9921331
-0.05029,0.58778,2000,9923331
0.05024,0.5462,2001,9925332
0.11286,0.50812,2000,9927332
0.22449,0.47374,2004,9929336
0.33309,0.44337,2001,9931337
0.43712,0.41767,1995,9933332
0.53578,0.39661,1999,9935331
0.6276,0.38064,1999,9937330
0.71165,0.36974,2005,9939335
0.78625,0.36424,1996,9941331
0.85141,0.36392,2015,9943346
0.9049,0.36837,1989,9945335
0.94721,0.37799,2003,9947338
0.97736,0.39281,2002,9949340
0.99494,0.41227,1990,9951330
0.99992,0.43607,2001,9953331
0.99211,0.4639,2001,9955332
0.97159,0.49468,2003,9957335
0.93869,0.52896,1999,9959334
0.89377,0.56609,2001,9961335
0.83756,0.60598,1996,9963331
0.77055,0.64787,2000,9965331
0.69373,0.69135,1999,9967330
0.6078,0.736,2005,9969335
0.51425,0.78106,2001,9971336
0.41422,0.82613,1999,9973335
0.3088,0.87046,2001,9975336
0.19971,0.91394,1996,9977332
0.08779,0.95657,2001,9979333
-0.02507,0.99709,1998,9981331
-0.13773,1.03539,2000,9983331
-0.24891,1.06998,2005,9985336
-0.35657,1.10034,1999,9987335
-0.45978,1.12616,2001,9989336
-0.55669,1.14689,1992,9991328
-0.64719,1.16255,2007,9993335
-0.72897,1.17281,1997,9995332
-0.80163,1.17757,2002,9997334
-0.86407,1.17704,2003,9999337
-0.91531,1.17165,1998,10001335
-0.955,1.16117,2005,10003340
-0.98232,1.14604,1995,10005335
-0.99721,1.12605,2010,10007345
-0.99929,1.10235,1986,10009331
-0.98864,1.07442,2002,10011333
-0.96532,1.04311,2003,10013336
-0.9298,1.00841,1995,10015331
-0.88221,0.97054,2004,10017335
-0.82344,0.9297,2000,10019335
-0.75418,0.88717,1999,10021334
-0.67504,0.84348,2005,10023339
-0.58765,0.79936,1996,10025335
-0.49253,0.7544,2001,10027336
-0.39137,0.70955,1996,10029332
-0.28475,0.66511,2005,10031337
-0.17486,0.62195,1998,10033335
-0.06262,0.58006,2000,10035335
0.05024,0.53996,1997,10037332
0.12546,0.50315,2002,10039334
0.24857,0.47025,1996,10041330
0.36807,0.44105,2001,10043331
0.48197,0.41661,2005,10045336
0.58773,0.39704,1995,10047331
0.68455,0.38276,2001,10049332
0.77047,0.37376,1999,10051331
0.8446,0.37038,2009,10053340
0.90491,0.3726,1995,10055335
0.95111,0.38022,2000,10057335
0.98232,0.39302,2000,10059335
0.99803,0.41079,1997,10061332
0.99802,0.4329,2002,10063334
0.98225,0.45914,2001,10065335
0.95106,0.48865,1997,10067332
0.90475,0.52177,2003,10069335
0.84426,0.55795,1999,10071334
0.77043,0.59614,2000,10073334
0.68436,0.63613,2002,10075336
0.58758,0.67749,2000,10077336
0.48153,0.71928,2000,10079336
0.36783,0.76139,2001,10081337
0.24869,0.80317,1995,10083332
0.12496,0.8438,2006,10085338
0.00025,0.88262,1990,10087328
-0.12552,0.91944,2007,10089335
-0.24863,0.95245,1996,10091331
-0.3683,0.98175,2004,10093335
-0.48197,1.0064,2001,10095336
-0.58804,1.02629,2001,10097337
-0.68491,1.04078,2003,10099340
-0.77063,1.04999,1995,10101335
-0.84433,1.05379,1997,10103332
-0.90488,1.0521,2002,10105334
-0.95115,1.04501,2003,10107337
-0.98232,1.03274,1998,10109335
-0.99802,1.01581,1996,10111331
-0.99803,0.99381,2000,10113331
-0.98231,0.96831,1999,10115330
-0.95098,0.93859,2006,10117336
-0.90464,0.90579,2003,10119339
-0.84423,0.87003,1996,10121335
-0.77043,0.83195,1999,10123334
-0.68441,0.79228,2001,10125335
-0.58768,0.75112,1999,10127334
-0.48159,0.70944,2001,10129335
-0.36795,0.66765,2000,10131335
-0.24869,0.62639,1997,10133332
-0.12471,0.58588,2010,10135342
0,0.54716,1990,10137332
0.24832,0.51108,1997,10139329
0.48208,0.47892,2006,10141335
0.68482,0.45205,2000,10143335
0.8446,0.43131,2001,10145336
0.95125,0.41703,2001,10147337
0.99807,0.40994,2001,10149338
0.98229,0.40994,1994,10151332
0.90461,0.41619,2004,10153336
0.77027,0.42772,1999,10155335
0.58768,0.44359,1998,10157333
0.36777,0.46231,2002,10159335
0.12533,0.48199,1997,10161332
-0.12571,0.50177,2003,10163335
-0.36848,0.51976,2000,10165335
-0.58809,0.53457,2000,10167335
-0.77051,0.5443,1997,10169332
-0.90493,0.54917,2002,10171334
-0.98226,0.54769,1997,10173331
-0.998,0.54049,2004,10175335
-0.9509,0.52854,2001,10177336
-0.84406,0.51172,2000,10179336
-0.684,0.49098,2002,10181338
-0.48186,0.46781,1993,10183331
-0.24796,0.44221,2007,10185338
-0.00013,0.41682,1993,10187331
0.24906,0.39249,2004,10189335
0.36812,0.37133,2000,10191335
0.68523,0.35377,2005,10193340
0.90491,0.34118,1996,10195336
0.99806,0.33504,2002,10197338
0.95123,0.33568,1994,10199332
0.77075,0.34213,2001,10201333
0.48192,0.35387,2001,10203334
0.12552,0.36826,2000,10205334
-0.24869,0.38318,2001,10207335
-0.58748,0.39661,1998,10209333
-0.84443,0.40635,2003,10211336
-0.98243,0.41047,2003,10213339
-0.98229,0.40889,1996,10215335
-0.84423,0.40137,2001,10217336
-0.58779,0.38868,1999,10219335
-0.24814,0.37281,2003,10221338
0.12589,0.35557,2000,10223338
0.48021,0.33949,1993,10225331
0.84406,0.32647,2005,10227336
0.99796,0.31928,1998,10229334
0.90525,0.31833,2000,10231334
0.5884,0.3233,2001,10233335
0.12583,0.33314,2001,10235336
-0.36649,0.34393,1995,10237331
-0.77003,0.35356,2004,10239335
-0.982,0.35863,1997,10241332
-0.95152,0.35789,2000,10243332
-0.68491,0.35176,2004,10245336
-0.24942,0.34107,1999,10247335
0.24723,0.32817,1997,10249332
0.58956,0.31664,2007,10251339
0.95125,0.30891,1995,10253334
0.95076,0.30711,2001,10255335
0.58804,0.31177,1996,10257331
0.00031,0.32076,2000,10259331
-0.58855,0.3306,2004,10261335
-0.95086,0.33769,1995,10263330
-0.95115,0.33938,2001,10265331
-0.58753,0.33525,2002,10267333
0.00126,0.32658,2003,10269336
0.68262,0.31716,1993,10271329
0.998,0.3105,2006,10273335
0.77123,0.30997,1998,10275333
0.12608,0.31505,2001,10277334
-0.58626,0.32224,1997,10279331
-0.98222,0.32743,2004,10281335
-0.84453,0.32711,2000,10283335
-0.24942,0.32161,1999,10285334
0.48142,0.31388,2001,10287335
0.77135,0.30743,2003,10289338
0.98229,0.30574,1997,10291335
0.48137,0.30955,2001,10293336
-0.36812,0.3178,1999,10295335
-0.95119,0.3252,2001,10297336
-0.84433,0.32796,1999,10299335
-0.12708,0.32499,1996,10301331
0.68326,0.32013,2000,10303331
0.84379,0.31738,1998,10305329
